Artikelnummer;ShopPlus;Merk;Categorie;Productnaam;Productnaam (FR);Lange beschrijving;Korte beschrijving;Lange beschrijving (FR);Korte beschrijving (FR);Consumentenprijs (incl. BTW);BestelWeb;Packshot;Biolabel;Fairtradelabel;Herkomst;Bevat;Kan sporen bevatten van;Brutogewicht (kg);Lengte (mm);Breedte (mm);Hoogte (mm);BTW-tarief;Ingrediënten;Ingrediënten (FR);Energie (kJ);Vetten (g);Verzadigde vetten (g);Enkelvoudig onverzadigde vetten (g);Meervoudig onverzadigde vetten (g);Koolhydraten (g);Suikers (g);Polyolen (g);Zetmeel (g);Vezels (g);Eiwitten (g);Zout (g);Houdbaarheid (dagen);Netto-inhoud;Eenheid;Eenheidsprijs;EAN;Ompakhoeveelheid;Leeggoed;Gepubliceerd;Laatst bijgewerkt
25218;W15218;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";Chocolade amandelnoten;Amandes enrobées de chocolat;Amandelnoten omhuld met chocolade.;De beste amandelnoten omhuld met een laagje cacao. Een echte delicatesse.;Amandes enrobées de chocolat.;;3,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25218-600x600.jpg;Nee;Ja;Kameroen, Palestina, Paraguay;melk, noten;gluten;0,108;48;70;160;6%;chocolade 60% (ruwe rietsuiker*, cacaoboter*, HAZELNOOTpasta (18%), ROOMpoeder (14%), cacaomassa*, vanille extract*), AMANDELEN* (27 %), ruwe rietsuiker*, cacaopoeder*;chocolat 60% (sucre de canne brut*, beurre de cacao*, pâte de NOISETTES (18%), CRÈME en poudre (14%), masse de cacao*, extrait de vanille*), AMANDES* (27%), sucre de canne brut*, cacao en poudre*;2464;42,1;15,3;21,9;4,9;41,9;38,5;;3,4;1,9;10,5;0,08;270;100;g;€/kg 39,50;5,40016E+12;10;0,00;2016-12-31;2019-02-12
25219;W15219;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Chocoladenoten;Noix enrobées de chocolat bio;Amazonenoten in een jasje van fondantchocolade. Een ideale versnapering bij de koffie. Of om te eten uit het vuistje.;Amazonenoten in een jasje van fondantchocolade. Een ideale versnapering bij de koffie. Of om zo te eten uit het vuistje.;Des noix d'Amazonie enrobées de chocolat fondant. Idéale pour accompagner le café.;;3,75;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25219-600x600.jpg;Ja;Ja;Bolivia, Dominicaanse Republiek, Paraguay, Sao Tomé en Principe;noten;gluten, melk;0,108;48;70;160;6%;pure chocolade (56%) (cacaomassa*°, oersuiker*°, cacaoboter*°, cacaopoeder*°), AMAZONENOTEN*° (38%), ruwe rietsuiker*°, verdikkingsmiddel: arabische gom°, honing°;chocolat noir (56%) (masse de cacao*°, sucre de canne complet*°, beurre de cacao*°, cacao en poudre*°), NOIX D'AMAZONIE*° (38 %), sucre de canne brut*°, agent épaississant : gomme arabique°, miel°;2555;50,7;24,8;17;8,9;23,6;20,4;;3,2;9,6;11,8;0,03;365;100;g;€/kg 37,50;5,40016E+12;10;0,00;2016-12-31;2019-02-12
25220;W15220;Oxfam Fair Trade;"Snacks &amp; drinks>Snoepjes";BIO Nougat 8 g x 250;Nougat bio 8 g x 250;Individueel verpakte kleine zachte nougat met amandelen voor bij de koffie. Vooral geschikt voor horeca.;Individueel verpakte kleine nougat voor bij de koffie. Vooral geschikt voor horeca.;Petit nougat emballé individuellement, pour accompagner le café. Destiné pour les hôtels, restos, cafés.;;44,00;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25220-600x600.jpg;Ja;Ja;India, Pakistan;eieren, noten;/;2,25;320;210;120;6%;rietsuiker*°, glucosestroop°, AMANDELEN*° (21%), honing*°, ouwel (aardappelzetmeel, olijfolie), EIWIT°, natuurlijk vanille-extract*°;sucre de canne*°, sirop de glucose°, AMANDES*° (21%), miel*°, pain azyme (fécule de pomme de terre, huile d’olive), blanc d'OEUF°, extrait naturel de vanille*°;1730;9,6;1;;;76;70;;;;4,1;0,05;540;2000;g;€/kg 22,00;5,40016E+12;1;0,00;2018-05-03;2019-02-12
25221;W15221;Oxfam Fair Trade;"Snacks &amp; drinks>Snoepjes";BIO Nougat 120 g;Nougat bio 120 g;Zachte nougatstukjes met amandelen, heerlijk voor bij de koffie!;Zachte nougatstukjes met amandelen, heerlijk voor bij de koffie!;Eclats de nougat, délicieux avec le café!;;2,75;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25221-600x600.jpg;Ja;Ja;India, Pakistan;eieren, noten;/;0,126;110;40;200;6%;rietsuiker*°, glucosestroop°, AMANDELEN*° (21%), honing*°, ouwel (aardappelzetmeel, olijfolie), EIWIT°, natuurlijk vanille-extract*°;sucre de canne*°, sirop de glucose°, AMANDES*° (21%), miel*°, pain azyme (fécule de pomme de terre, huile d’olive), blanc d'OEUF°, extrait naturel de vanille*°;1730;9,6;1;;;76;70;;;;4,1;0,05;540;120;g;€/kg 22,92;5,40016E+12;16;0,00;2018-02-11;2019-02-12
25300;W15300;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Mango-kokosreep;Barre mangue-coco bio;Een melkchocoladereep met vulling van kokosnoot en mango.<br>24 repen in een display.;Een krokante melkchocoladereep met vulling van mango en kokosnoot.;Une barre à la noix de coco et aux mangues.<br>24 barres présentées dans un boîte.;;1,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25300-600x600.jpg;Ja;Ja;Bolivia, Burkina Faso, Dominicaanse Republiek, Madagaskar, Paraguay, Sri Lanka;melk;noten;0,036;130;35;13;6%;rietsuiker*°, volleMELKpoeder°, cacaoboter*°, kokosnootvlokken*° (11%), zonnebloemolie°, krokante granen (5%) (rijstmeel°, rietsuiker*°, maïsmeel°, zout), gedroogde mango*° (5%), cacaomassa*°, magereMELKpoeder°, MELKvetten°, vanillepeulen*°;sucre de canne*°, LAIT entier en poudre°, beurre de cacao*°, flocons de noix de coco*° (11%), huile de tournesol°, croustillant de céréales (5%) (farine de riz°, sucre de canne*°, farine de maïs°, sel), mangue séchée*° (5%), masse de cacao*°, LAIT écrémé en poudre°, matière grasse du LAIT°, gousses de vanille*°;2365;38;21;10;7;47;43;;4;3;8;0,26;365;33;g;€/kg 36,36;5,40016E+12;24;0,00;2016-12-31;2019-02-12
25301;W15301;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Choco-crispyreep;Barre chocolat-crispy bio;Krokante melkchocoladereep met hazelnoten en granen.<br>24 repen in een display.;Krokante melkchocoladereep met hazelnoten en granen.;Une barre chocolatée croquante aux noisettes et céréales.<br>24 barres présentées dans un boîte.;;1,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25301-600x600.jpg;Ja;Ja;Bolivia, Dominicaanse Republiek, Paraguay;melk, noten;/;0,036;130;35;13;6%;rietsuiker*°, cacaoboter*°, magereMELKpoeder°, HAZELNOTEN° (8%), ongeraffineerde rietsuiker*°, cacaomassa*°, volleMELKpoeder°, krokante granen met cacao (5%) (rijstmeel°, rietsuiker*°, maïsmeel°, cacaopoeder*°, zout), zonnebloemolie°, MELKvetten°, vanillepeulen*°;sucre de canne*°, beurre de cacao*°, LAIT écrémé en poudre°, NOISETTES° (8%), sucre de canne non raffiné*°, masse de cacao*°, LAIT entier en poudre°, croustillant de céréales au cacao (5%) (farine de riz°, sucre de canne*°, farine de maïs°, cacao en poudre*°, sel), huile de tournesol°, matière grasse du LAIT°, gousses de vanille*°;2314;35;18;16;1;52;47;;5;2;7;0,2;365;33;g;€/kg 36,36;5,40016E+12;24;0,00;2016-12-31;2019-02-12
25302;W15302;Oxfam Fair Trade;"Snacks &amp; drinks>Koeken &amp; granenrepen";BIO Sesamreep;Barre sésame bio;Lekkere energiereep van biologische ingrediënten.;Een krokant tussendoortje, boordevol sesam.;Une délicieuse source d'énergie à base d'ingrédients bio.;;0,50;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25302-600x600.jpg;Ja;Ja;Paraguay;sesam;noten, pinda's;0,022;150;35;8;6%;SESAMzaad*° (62%), glucose°, ruwe rietsuiker*°;graines de SÉSAME*°(62%), glucose°, sucre de canne brut*°;2202;32,6;4,8;27,8;;39,8;27;;12,8;4,6;16,6;0,044;730;20;g;€/kg 25,00;5,40016E+12;45;0,00;2016-12-31;2019-02-12
25310;W15310;Oxfam Fair Trade;"Snacks &amp; drinks>Snoepjes";BIO Nougatreep;Nougat bio;Een hapklare zachte nougat in een handige reepvorm.<br>35 repen in een display.;Hapklare, zachte nougat in een handige reepvorm.;Une barre de nougat conditionnée individuellement.<br>35 barres présentées dans une boîte.;;0,60;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25310-600x600.jpg;Ja;Ja;Bolivia, Paraguay;eieren, noten;pinda's;0,3;140;35;15;6%;glucose°, rietsuiker*°, AMAZONENOTEN*°, EIwitpoeder, ouwel: aardappelzetmeel, water en ongeharde plantaardige olie (zonnebloemolie), vanilline;glucose°, sucre de canne*°, NOIX D'AMAZONIE*°, poudre blanc d'OEUF, pain azyme: fécule de pommes de terre, eau et huile végétale non-hydrogénée (huile de tournesol), vanilline;1713;9,6;3,1;6,5;;67,5;50,2;;17,3;1,2;11,8;0,038;365;30;g;€/kg 20,00;5,40016E+12;35;0,00;2016-12-31;2019-02-12
25314;W15314;Oxfam Fair Trade;"Snacks &amp; drinks>Koeken &amp; granenrepen";BIO Mango-amazonenotenreep;Barre aux fruits bio au mangue et noix du Brésil;Een licht gebakken biologische fruitreep met ondermeer gedroogde mango's gemengd met honing en amazonenoten.;"Een lichtgebakken biologische fruitreep met gedroogde mango&#039;s, honing en amazonenoten.";Une barre aux fruits biologiques légèrement cuite avec entre autres des mangues séchées mélangé avec du miel et des noix du Brésil.;;1,00;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25314-600x600.jpg;Ja;Ja;Bolivia, Burkina Faso, Nicaragua;gluten, noten;melk, sesam, soja;0,04;135;45;15;6%;mango*° (35%), honing*°, HAVERvlokken°, AMAZONENOTEN*° (10%), krokante rijst (rijstmeel°, ruwe rietsuiker°, zonnebloemolie°, meel van GERSTemout°) geconcentreerd appelsap*°;mangue*° (35%), miel*°, flacons d’AVOINE°, NOIX DE BRÉZIL*° (10%), riz croustillant (farine de riz°, sucre de canne brut°, huile de tournesol°, farine de malt d’ORGE°), jus de pommes concentré*°;1546;9;2;;7;64;37;;27;5;5;0,03;365;40;g;€/kg 25,00;5,40016E+12;28;0,00;2016-12-31;2019-02-12
25315;W15315;Oxfam Fair Trade;"Snacks &amp; drinks>Koeken &amp; granenrepen";BIO Dadel-walnotenreep;Barre aux fruits bio aux dates et noix;Licht gebakken biologische fruitreep met dadels, honing en walnoten.;Lichtgebakken, biologische fruitreep met dadels, honing en walnoten.;Une barre aux fruits biologiques légèrement cuite avec dattes, du miel et des noix.;;1,00;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25315-600x600.jpg;Ja;Ja;Nicaragua, Pakistan, Tunesië;gluten, noten;melk, sesam, soja;0,04;135;45;15;6%;ontpitte dadels*° (33%), HAVERvlokken°, honing*°, WALNOTEN*° (9%), krokante rijst° (rijstmeel°, ruwe rietsuiker°, zonnebloemolie°, meel van GERSTemout°), zonnebloemolie°;dates dénoyautés*° (33%), flacons d’AVOINE°, miel*, NOIX*° (9%), riz croustillant (farine de riz°, sucre de canne brut°, huile de tournesol°, farine de malte d’ORGE°), huile de tournesol°;1558;10;1;;9;62;36;;26;4;6;0,02;365;40;g;€/kg 25,00;5,40016E+12;28;0,00;2016-12-31;2019-02-12
25397;X15397;Traidcraft;"Snacks &amp; drinks>Chips";Geosticks Peppery;Geosticks Peppery;Rijst-, linzen- en quinoa-stokjes gekruid met zout en zwarte peper.;Rijst-, linzen- en quinoa-stokjes gekruid met zout en zwarte peper.;;;0,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25397-600x600.jpg;Nee;Ja;Peru, Thailand;/;mosterd, soja, sulfieten;0,022;135;45;190;6%;;;1729;16,4;1,6;;;56,7;1,6;;;3,4;11,3;1,4;270;22;g;€/kg 43,18;5,02756E+12;24;0,00;2017-12-31;2019-02-12
25398;X15398;Traidcraft;"Snacks &amp; drinks>Chips";Geosticks Herby;Geosticks Herby;Rijst-, linzen- en quinoa-stokjes met look en rozemarijn.;Rijst-, linzen- en quinoa-stokjes met look en rozemarijn.;;;0,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25398-600x601.jpg;Nee;Ja;Peru, Thailand;/;mosterd, soja, sulfieten;0,022;135;45;190;6%;;;1725;16,3;1,7;;;55,9;1,9;;;3,8;11,7;1,4;270;22;g;€/kg 43,18;5,02756E+12;24;0,00;2017-12-31;2019-02-12
25399;X15399;Traidcraft;"Snacks &amp; drinks>Chips";Geosticks Sweet Chilli;Geosticks Chilli;Rijst-, linzen- en quinoastokjes met Thai Sweet chili.;Rijst-, linzen- en quinoastokjes met Thai Sweet chili.;;;0,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25399-600x600.jpg;Nee;Ja;Peru, Thailand;/;mosterd, soja, sulfieten;0,022;135;45;190;6%;;;1734;16,4;1,7;;;56,9;4,7;;;3,6;11,2;1,3;270;22;g;€/kg 43,18;5,02756E+12;24;0,00;2017-12-31;2019-02-12
25404;W15404;Oxfam Fair Trade;"Snacks &amp; drinks>Chips";Yucachips zout 50 g;Chips de yuca au sel 50 g;Krokante chips van yuca (cassave of maniok) met zout. Ter plaatse verpakt.;Krokante chips van yuca (maniok) met zout.;Chips de yuca (cassave ou manioc) croustillants au sel. Conditionné sur place.;;1,15;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25404-600x600.jpg;Nee;Nee;Costa Rica;/;melk, noten, pinda's, soja;0,055;50;133;230;6%;yuca* (75,3%), plantaardige olie* (palmolie), zout;yuca* (75,3%), huile végétale* (huile de palme), sel;1959;20,7;10,3;8,4;2,1;65,8;3,5;;62,3;3,8;2,6;0,44;300;50;g;€/kg 23,00;5,40016E+12;24;0,00;2016-12-31;2019-02-12
25405;W15405;Oxfam Fair Trade;"Snacks &amp; drinks>Chips";Yucachips paprika 50 g;Chips de yuca au paprika 50 g;Krokante chips van yuca (cassave of maniok) met paprika-aroma.<br>Ter plaatse verpakt.;Krokante chips van yuca (maniok) met paprikasmaak.;Chips de yuca (cassave ou manioc) croustillants au paprika.<br>Conditionné sur place.;;1,15;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25405-600x600.jpg;Nee;Nee;Costa Rica;melk;noten, pinda's, soja;0,055;50;133;230;6%;yuca* (69,8%), plantaardige olie* (palmolie), paprikakruiden (zout, suiker, paprikapoeder, smaakversterker (E621), MELKweipoeder, maltodextrine, natuurlijke smaakstoffen, siliciumdioxide (E551));yuca* (69,8%), huile végétale* (huile de palme), épices au paprika (sel, sucre, poudre de paprika, exhausteur de goût (E621), poudre de lactosérum (LAIT), maltodextrine, arômes naturels, dioxyde de silicium (E551));1927;18,7;9,4;7,4;2;69,3;3,3;;66;3,1;1,9;0,64;300;50;g;€/kg 23,00;5,40016E+12;24;0,00;2016-12-31;2019-02-12
25406;W15406;Oxfam Fair Trade;"Snacks &amp; drinks>Chips";Yucachips taco 50 g;Chips de yuca au taco 50 g;Krokante chips van yuca (cassave of maniok) met taco-aroma. Ter plaatse verpakt.;Krokante chips van yuca (maniok) met tacokruiden.;Chips de yuca (cassave ou manioc) croustillants au taco.<br>Conditionné sur place.;;1,15;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25406-600x600.jpg;Nee;Nee;Costa Rica;melk;noten, pinda's, soja;0,055;50;133;230;6%;yuca* (69,8%), plantaardige olie* (palmolie), tacokruiden (maltodextrine, MELKweipoeder, suiker, zout, smaakversterker (E621), tomatenpoeder, ui- en lookpoeder, kruiden, citroenzuur (E330), natuurlijke smaakstoffen, siliciumdioxide (E551));yuca* (69,8%), huile végétale* (huile de palme), épices au taco (maltodextrine, poudre de lactosérum (LAIT), sucre, sel, exhausteur de goût (E621), tomate en poudre, oignon et ail en poudre, épices, acide citrique (E330), arômes naturels, dioxyde de silicium (E551));1958;19;9,5;7,7;1,8;69,5;4,5;;65;3,3;2,8;0,28;300;50;g;€/kg 23,00;5,40016E+12;24;0,00;2016-12-31;2019-02-12
25407;W15407;Oxfam Fair Trade;"Snacks &amp; drinks>Chips";Banaanchips zout 85 g;Chips de bananes au sel 85 g;Gebakken bananen met zout. De bananen worden door enkele leden van de coöperatieve geteeld en ter plaatse verwerkt door onze partner Coopesarapiqui.;Gebakken banaantjes met zout.;Bananes frites avec du sel. Les bananes sont cultivés par certains membres de la coopérative et transformés localement par notre partenaire Coopesarapiqui.;;1,45;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25407-600x600.jpg;Nee;Nee;Costa Rica;/;melk, noten, pinda's, soja;0,09;50;133;230;6%;banaan*, plantaardige olie* (palmolie), zout;banane*, huile végétale* (huile de palme), sel;2070;26,2;11,2;7,5;7,5;60,8;36,5;;24,3;3,1;2,5;0,64;300;85;g;€/kg 17,06;5,40016E+12;24;0,00;2016-12-31;2019-02-12
25450;W15450;Oxfam Fair Trade;"Snacks &amp; drinks>Chips";Yucachips zout 150 g;Chips de yuca au sel 150 g;Krokante chips van yuca (cassave of maniok) met zout. Ter plaatse verpakt.;Krokante chips van yuca (maniok) met zout in een grote verpakking.;Chips de yuca (cassave ou manioc) croustillants au sel. Conditionné sur place.;;2,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25450-600x600.jpg;Nee;Nee;Costa Rica;/;melk, noten, pinda's, soja;0,157;70;170;310;6%;yuca* (75,3%), plantaardige olie* (palmolie), zout;yuca* (75,3%), huile végétale* (huile de palme), sel;1959;20,7;10,3;8,4;2,1;65,8;3,5;;62,3;3,8;2,6;0,44;300;150;g;€/kg 19,67;5,40016E+12;12;0,00;2016-12-31;2019-02-12
25451;W15451;Oxfam Fair Trade;"Snacks &amp; drinks>Chips";Yucachips paprika 150 g;Chips de yuca au paprika 150 g;Krokante chips van yuca (cassave of maniok) met paprika-aroma.<br>Ter plaatse verpakt.;Krokante chips van yuca (maniok) met paprikasmaak in een grote verpakking.;Chips de yuca (cassave ou manioc) croustillants au paprika.<br>Conditionné sur place.;;2,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25451-600x600.jpg;Nee;Nee;Costa Rica;melk;noten, pinda's, soja;0,157;70;170;310;6%;yuca* (69,8%), plantaardige olie* (palmolie), paprikakruiden (zout, suiker, paprikapoeder, smaakversterker (E621), MELKweipoeder, maltodextrine, natuurlijke smaakstoffen, siliciumdioxide (E551));yuca* (69,8%), huile végétale* (huile de palme), épices au paprika (sel, sucre, poudre de paprika, exhausteur de goût (E621), poudre de lactosérum (LAIT), maltodextrine, arômes naturels, dioxyde de silicium (E551));1927;18,7;9,4;7,4;2;69,3;3,3;;66;3,1;1,9;0,64;300;150;g;€/kg 19,67;5,40016E+12;12;0,00;2016-12-31;2019-02-12
25480;X15480;Ethiquable;"Snacks &amp; drinks>Chips";BIO Rode aardappelchips;Chips pommes rouges bio;Chips van rode aardappels. Verwerkt en verpakt in Peru, bij een coöperatie die 65 kleine producenten verenigt.;Chips van rode aardappels. Verwerkt en verpakt in Peru, bij een coöperatie die 65 kleine producenten verenigt.;Chips de pommes de terre rouges. Transformés et emballés au Pérou, une coopérative qui regroupe 65 petits producteurs.;;3,30;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25480-600x600.jpg;Ja;Nee;Ecuador;/;/;0,106;125;60;210;6%;;;2181;31,9;2,6;;;51;0,7;;;;5;0,97;180;100;g;€/kg 33,00;5,42005E+12;12;0,00;2016-12-31;2019-02-12
25481;X15481;Ethiquable;"Snacks &amp; drinks>Chips";BIO Blauwe aardappelchips;Chips pommes bleu bio;Chips van blauwe aardappels. Verwerkt en verpakt in Peru, bij een coöperatie die 65 kleine producenten verenigt.;Chips van blauwe aardappels. Verwerkt en verpakt in Peru, bij een coöperatie die 65 kleine producenten verenigt.;Chips de pommes de terre bleues. Transformés et emballés au Pérou, une coopérative qui regroupe 65 petits producteurs.;;3,30;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25481-600x600.jpg;Ja;Nee;Ecuador;/;/;0,106;125;60;210;6%;;;2181;31,9;2,6;;;51;0,7;;;;5;0,97;180;100;g;€/kg 33,00;5,42005E+12;12;0,00;2016-12-31;2019-02-12
25600;W15600;Oxfam Fair Trade;"Snacks &amp; drinks>Gedroogd fruit";Rozijnen;Raisins secs;Variëteit ‘Thompson seedless’.;Variëteit Thompson seedless.;Variété 'Thompson seedless'.;;2,10;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25600-600x600.jpg;Nee;Ja;Zuid-Afrika;sulfieten;/;0,205;140;35;140;6%;rozijnen*, zonnebloemolie;raisins*, huile de tournesol;1361;0,6;;0,5;0,1;75,2;75,2;;;3,5;1,9;0,07;365;200;g;€/kg 10,50;5,40016E+12;12;0,00;2016-12-31;2019-02-12
25617;W15617;Oxfam Fair Trade;"Snacks &amp; drinks>Gedroogd fruit";Medjoul dadels;Dates Mehjoul;Deze zachte en sappige 'Medjoul' dadels zijn afkomstig van kleinschalige Palestijnse producenten uit de Jordaanvallei. De Palestijnse ngo PARC streeft samen met deze producenten naar een duurzame dadelteelt, een waardig inkomen en de ontwikkeling van een vrije en democratische Palestijnse samenleving.;Zachte, sappige 'Medjoul' dadels uit Palestina.;Ces dattes 'Mehjoul' douces et juteuses proviennent de petits groupes de producteurs palestiniens de la vallée du Jourdain. L'ONG PARC, ensemble avec ses producteurs aspire à une culture durable des dattes, à un revenu digne et au développement d'une société palestinienne libre et démocratique.;;4,75;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25617-600x600.jpg;Nee;Nee;Palestina;/;/;0,21;150;81;29;6%;dadels*;dattes*;1160;0,2;0;;;75;66,5;;;6,7;1,8;0;540;200;g;€/kg 23,75;5,40016E+12;18;0,00;2018-05-03;2019-02-12
25627;X15627;Artisans du Monde;"Snacks &amp; drinks>Gedroogd fruit";BIO Gedroogde banaan;Bananes séchées bio;Gedroogde bananenschijfjes. Afkomstig van biologische landbouw.;Gedroogde bananenschijfjes.;;;2,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25627-600x600.jpg;Ja;Nee;Colombia;/;/;0,11;130;50;195;6%;gedroogde bananen*°;bananes séchées*°;1407;0,5;0,1;;;77;66;;;4;4;0;450;100;g;€/kg 29,50;3,41388E+12;8;0,00;2018-01-31;2019-02-12
25628;X15628;Artisans du Monde;"Snacks &amp; drinks>Gedroogd fruit";BIO Gedroogde ananas;Ananas séchés bio;Gedroogde ananasstukjes. Het ideale tussendoortje. Afkomstig van biologische landbouw.;Gedroogde ananasstukjes.;;;4,45;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25628-600x600.jpg;Ja;Nee;Colombia;/;/;0,11;130;50;195;6%;gedroogde ananas*°;ananas séchés*°;1373;0,5;0,1;;;75;65;;;6;3;0;450;100;g;€/kg 44,50;3,41388E+12;8;0,00;2018-02-28;2019-02-12
25713;X15713;Pakka;"Snacks &amp; drinks>Noten";BIO Cashew zout;Noix de cajou bio salées;Deze cashewnoten zijn licht gezouten. Hierdoor komt de smaak van de cashew nog beter tot zijn recht.;Deze cashewnoten zijn licht gezouten. Hierdoor komt de smaak van de cashew nog beter tot zijn recht.;Ces noix de cajou sont légèrement salées, ce qui révèle le vrai goût du cajou.;;4,25;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25713-600x600.jpg;Ja;Ja;India, Ivoorkust;noten;pinda's;0,125;89;40;155;6%;;;2403;46;9;;;33;5;;;;15;1,6;240;120;g;€/kg 35,42;7,64014E+12;9;0,00;2016-12-31;2019-02-12
25715;X15715;Pakka;"Snacks &amp; drinks>Noten";BIO Cashew natuur;Noix de cajou bio nature;Deze cashewnoten zijn puur natuur. Cashewnoten zijn rijk aan magnesium, fosfor, ijzer, vitamine B1 en eiwit, en hebben van nature een zoete smaak.;Deze cashewnoten zijn puur en hebben van nature een zoete smaak.;Ces noix de cajou sont pures, riches en magnésium, phosphore, fer, vitamine B1, protéines et ont un goût naturel doux.;;3,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25715-600x600.jpg;Ja;Ja;India, Ivoorkust;noten;pinda's;0,125;89;40;155;6%;;;2314;44;8;;;30;6;;;;18;0,03;240;120;g;€/kg 32,92;7,64014E+12;9;0,00;2016-12-31;2019-02-12
25721;X15721;Pakka;"Snacks &amp; drinks>Noten";BIO Cashew chili;Noix de cajou bio chili;Cashewnootjes met chili uit Oezbekistan. Voor wie het iets pikanter mag zijn!;Cashewnootjes met chili uit Oezbekistan. Voor wie het wel eens pikant mag zijn!;Noix de cajou au chili de l'Ouzbékistan, pour les amants du goût piquant!;;4,25;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25721-600x600.jpg;Ja;Ja;India, Ivoorkust, Oezbekistan;noten;pinda's;0,125;89;40;155;6%;;;2403;46;9;;;33;5;;;;15;1,23;240;120;g;€/kg 35,42;7,64014E+12;9;0,00;2016-12-31;2019-02-12
25722;X15722;Pakka;"Snacks &amp; drinks>Noten";BIO Amandelen;Amandes bio;Biologische amandelen uit Pakistan. Niet geroosterd.;Biologische amandelen uit Pakistan. Niet geroosterd.;Amandes biologiques du Pakistan, non grillées.;;3,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25722-600x600.jpg;Ja;Ja;Pakistan;noten;pinda's;0,105;89;40;155;6%;;;2408;49;4;;;22;4;;;;21;;240;100;g;€/kg 39,50;7,64014E+12;9;0,00;2017-07-31;2019-02-12
25723;X15723;Pakka;"Snacks &amp; drinks>Noten";BIO Amazonenoten;Noix d'Amazonie bio;Deze Amazonenoten groeien in het wild. Ze worden geplukt en handmatig verwerkt. Biologisch met een puur natuurlijke smaak. In een hersluitbaar zakje.;In het wild groeiende Amazonenoten. Biologisch met een puur natuurlijke smaak.;Noix d'Amazonie sauvages. Biologique et avec le goût naturel pur.;;3,60;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25723-600x600.jpg;Ja;Ja;Bolivia;noten;pinda's;0,106;70;50;115;6%;paraNOTEN*°;NOIX du Brésil*°;2747;66,4;15,1;;;12,3;2,4;;;;14,3;0;180;100;g;€/kg 36,00;7,64014E+12;8;0,00;2017-12-31;2019-02-12
25724;X15724;Pakka;"Snacks &amp; drinks>Noten";BIO Pindanoten;Cacahuètes bio;Nieuw recept! Na het roosteren van de pindanootjes werd er een vleugje zonnebloemolie toegevoegd. Proef zelf, ontzettend lekker! Vanaf nu ook in een hersluitbare verpakking, zodat je het niet in één keer hoeft leeg te eten.;Geroosterde pindanoten, met een vleugje zonnebloemolie voor een heerlijk resultaat.;;;2,35;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25724-600x600.jpg;Ja;Ja;China;pinda's;noten;0,156;52;134;167;6%;PINDA'S*° (97,8%), zout (1,2%), zonnebloemolie (1%);CACAHUETES*° (97.8%), sel (1.2%), huile de tournesol (1%);2506;52,5;8,6;;;15,3;4,2;;;;28,3;1,2;180;150;g;€/kg 15,67;7,64014E+12;8;0,00;2018-03-26;2019-02-12
